,當前價格,更新時間,H_1M,H_Date_1M,From_H_%_1M,L_1M,L_Date_1M,From_L_%_1M,Range_%_1M,H_3M,H_Date_3M,From_H_%_3M,L_3M,L_Date_3M,From_L_%_3M,Range_%_3M,H_6M,H_Date_6M,From_H_%_6M,L_6M,L_Date_6M,From_L_%_6M,Range_%_6M,H_1Y,H_Date_1Y,From_H_%_1Y,L_1Y,L_Date_1Y,From_L_%_1Y,Range_%_1Y,H_YTD,H_Date_YTD,From_H_%_YTD,L_YTD,L_Date_YTD,From_L_%_YTD,Range_%_YTD,H_3Y,H_Date_3Y,From_H_%_3Y,L_3Y,L_Date_3Y,From_L_%_3Y,Range_%_3Y
VT,139.52,2026-03-13,149.07,2026-02-26,-6.41,139.35,2026-03-13,0.13,6.98,149.07,2026-02-26,-6.41,138.22,2025-12-17,0.94,7.85,149.07,2026-02-26,-6.41,133.41,2025-11-21,4.58,11.74,149.07,2026-02-26,-6.41,99.27,2025-04-07,40.55,50.17,149.07,2026-02-26,-6.41,139.35,2026-03-13,0.13,6.98,149.07,2026-02-26,-6.41,82.13,2023-03-17,69.87,81.5
VOO,609.09,2026-03-13,639.52,2026-02-12,-4.76,608.26,2026-03-13,0.14,5.14,641.81,2026-01-28,-5.1,608.26,2026-03-13,0.14,5.52,641.81,2026-01-28,-5.1,596.69,2025-11-21,2.08,7.56,641.81,2026-01-28,-5.1,438.94,2025-04-07,38.77,46.22,641.81,2026-01-28,-5.1,608.26,2026-03-13,0.14,5.52,641.81,2026-01-28,-5.1,343.94,2023-03-17,77.09,86.61
VTI,326.13,2026-03-13,343.33,2026-02-12,-5.01,325.67,2026-03-13,0.14,5.42,344.42,2026-01-28,-5.31,325.67,2026-03-13,0.14,5.76,344.42,2026-01-28,-5.31,318.54,2025-11-21,2.38,8.13,344.42,2026-01-28,-5.31,234.39,2025-04-07,39.14,46.94,344.42,2026-01-28,-5.31,325.67,2026-03-13,0.14,5.76,344.42,2026-01-28,-5.31,186.53,2023-03-17,74.84,84.65
SOXX,331.32,2026-03-13,368.82,2026-02-25,-10.17,316.22,2026-03-09,4.78,16.63,368.82,2026-02-25,-10.17,284.43,2025-12-17,16.49,29.67,368.82,2026-02-25,-10.17,253.26,2025-09-12,30.82,45.63,368.82,2026-02-25,-10.17,147.46,2025-04-07,124.69,150.12,368.82,2026-02-25,-10.17,308.56,2026-01-02,7.38,19.53,368.82,2026-02-25,-10.17,128.9,2023-04-27,157.04,186.13
