,當前價格,更新時間,H_1M,H_Date_1M,From_H_%_1M,L_1M,L_Date_1M,From_L_%_1M,Range_%_1M,H_3M,H_Date_3M,From_H_%_3M,L_3M,L_Date_3M,From_L_%_3M,Range_%_3M,H_6M,H_Date_6M,From_H_%_6M,L_6M,L_Date_6M,From_L_%_6M,Range_%_6M,H_1Y,H_Date_1Y,From_H_%_1Y,L_1Y,L_Date_1Y,From_L_%_1Y,Range_%_1Y,H_YTD,H_Date_YTD,From_H_%_YTD,L_YTD,L_Date_YTD,From_L_%_YTD,Range_%_YTD,H_3Y,H_Date_3Y,From_H_%_3Y,L_3Y,L_Date_3Y,From_L_%_3Y,Range_%_3Y
VT,155.81,2026-07-13,158.63,2026-06-15,-1.78,151.69,2026-06-11,2.71,4.57,158.84,2026-06-02,-1.91,143.65,2026-04-13,8.46,10.57,158.84,2026-06-02,-1.91,133.17,2026-03-30,17.0,19.27,158.84,2026-06-02,-1.91,125.59,2025-08-01,24.07,26.48,158.84,2026-06-02,-1.91,133.17,2026-03-30,17.0,19.27,158.84,2026-06-02,-1.91,84.13,2023-10-27,85.19,88.79
VOO,688.5,2026-07-13,694.33,2026-07-10,-0.84,664.07,2026-06-11,3.68,4.56,697.12,2026-06-02,-1.24,620.17,2026-04-13,11.02,12.41,697.12,2026-06-02,-1.24,576.78,2026-03-30,19.37,20.86,697.12,2026-06-02,-1.24,561.54,2025-07-16,22.61,24.14,697.12,2026-06-02,-1.24,576.78,2026-03-30,19.37,20.86,697.12,2026-06-02,-1.24,362.85,2023-10-27,89.75,92.12
VTI,369.78,2026-07-13,372.97,2026-07-10,-0.86,356.72,2026-06-11,3.66,4.55,373.63,2026-06-02,-1.03,332.68,2026-04-13,11.15,12.31,373.63,2026-06-02,-1.03,309.51,2026-03-30,19.47,20.72,373.63,2026-06-02,-1.03,300.49,2025-07-16,23.06,24.34,373.63,2026-06-02,-1.03,309.51,2026-03-30,19.47,20.72,373.63,2026-06-02,-1.03,195.33,2023-10-27,89.31,91.28
SOXX,553.61,2026-07-13,655.95,2026-06-22,-15.6,536.12,2026-07-07,3.26,22.35,655.95,2026-06-22,-15.6,384.19,2026-04-13,44.1,70.74,655.95,2026-06-22,-15.6,307.11,2026-03-30,80.26,113.59,655.95,2026-06-22,-15.6,231.25,2025-08-01,139.4,183.65,655.95,2026-06-22,-15.6,307.11,2026-03-30,80.26,113.59,655.95,2026-06-22,-15.6,142.06,2023-10-31,289.71,361.76
