,當前價格,更新時間,H_1M,H_Date_1M,From_H_%_1M,L_1M,L_Date_1M,From_L_%_1M,Range_%_1M,H_3M,H_Date_3M,From_H_%_3M,L_3M,L_Date_3M,From_L_%_3M,Range_%_3M,H_6M,H_Date_6M,From_H_%_6M,L_6M,L_Date_6M,From_L_%_6M,Range_%_6M,H_1Y,H_Date_1Y,From_H_%_1Y,L_1Y,L_Date_1Y,From_L_%_1Y,Range_%_1Y,H_YTD,H_Date_YTD,From_H_%_YTD,L_YTD,L_Date_YTD,From_L_%_YTD,Range_%_YTD,H_3Y,H_Date_3Y,From_H_%_3Y,L_3Y,L_Date_3Y,From_L_%_3Y,Range_%_3Y
VT,148.62,2026-04-15,148.71,2026-04-15,-0.06,133.65,2026-03-30,11.2,11.27,148.72,2026-02-26,-0.07,133.65,2026-03-30,11.2,11.28,148.72,2026-02-26,-0.07,133.1,2025-11-21,11.66,11.74,148.72,2026-02-26,-0.07,106.43,2025-04-21,39.65,39.74,148.72,2026-02-26,-0.07,133.65,2026-03-30,11.2,11.28,148.72,2026-02-26,-0.07,84.44,2023-10-27,76.01,76.13
VOO,643.45,2026-04-15,643.79,2026-04-15,-0.05,578.46,2026-03-30,11.24,11.29,643.79,2026-04-15,-0.05,578.46,2026-03-30,11.24,11.29,643.79,2026-04-15,-0.05,578.46,2026-03-30,11.24,11.29,643.79,2026-04-15,-0.05,461.79,2025-04-21,39.34,39.41,643.79,2026-04-15,-0.05,578.46,2026-03-30,11.24,11.29,643.79,2026-04-15,-0.05,356.27,2023-05-04,80.61,80.7
VTI,345.24,2026-04-15,345.41,2026-04-15,-0.05,310.4,2026-03-30,11.22,11.28,345.41,2026-04-15,-0.05,310.4,2026-03-30,11.22,11.28,345.41,2026-04-15,-0.05,310.4,2026-03-30,11.22,11.28,345.41,2026-04-15,-0.05,247.02,2025-04-21,39.76,39.83,345.41,2026-04-15,-0.05,310.4,2026-03-30,11.22,11.28,345.41,2026-04-15,-0.05,192.28,2023-05-04,79.55,79.64
SOXX,401.86,2026-04-15,402.09,2026-04-15,-0.06,307.26,2026-03-30,30.79,30.86,402.09,2026-04-15,-0.06,307.26,2026-03-30,30.79,30.86,402.09,2026-04-15,-0.06,259.9,2025-11-21,54.62,54.71,402.09,2026-04-15,-0.06,159.24,2025-04-21,152.36,152.5,402.09,2026-04-15,-0.06,307.26,2026-03-30,30.79,30.86,402.09,2026-04-15,-0.06,128.82,2023-04-27,211.96,212.14
