,當前價格,更新時間,H_1M,H_Date_1M,From_H_%_1M,L_1M,L_Date_1M,From_L_%_1M,Range_%_1M,H_3M,H_Date_3M,From_H_%_3M,L_3M,L_Date_3M,From_L_%_3M,Range_%_3M,H_6M,H_Date_6M,From_H_%_6M,L_6M,L_Date_6M,From_L_%_6M,Range_%_6M,H_1Y,H_Date_1Y,From_H_%_1Y,L_1Y,L_Date_1Y,From_L_%_1Y,Range_%_1Y,H_YTD,H_Date_YTD,From_H_%_YTD,L_YTD,L_Date_YTD,From_L_%_YTD,Range_%_YTD,H_3Y,H_Date_3Y,From_H_%_3Y,L_3Y,L_Date_3Y,From_L_%_3Y,Range_%_3Y
VT,140.07,2026-04-06,144.67,2026-03-10,-3.18,133.65,2026-03-30,4.8,8.25,148.72,2026-02-26,-5.82,133.65,2026-03-30,4.8,11.28,148.72,2026-02-26,-5.82,133.1,2025-11-21,5.24,11.74,148.72,2026-02-26,-5.82,99.03,2025-04-07,41.44,50.17,148.72,2026-02-26,-5.82,133.65,2026-03-30,4.8,11.28,148.72,2026-02-26,-5.82,84.44,2023-10-27,65.88,76.13
VOO,605.67,2026-04-06,626.52,2026-03-10,-3.33,578.46,2026-03-30,4.7,8.31,639.79,2026-01-28,-5.33,578.46,2026-03-30,4.7,10.6,639.79,2026-01-28,-5.33,578.46,2026-03-30,4.7,10.6,639.79,2026-01-28,-5.33,437.55,2025-04-07,38.42,46.22,639.79,2026-01-28,-5.33,578.46,2026-03-30,4.7,10.6,639.79,2026-01-28,-5.33,356.27,2023-05-04,70.0,79.58
VTI,325.21,2026-04-06,335.85,2026-03-10,-3.17,310.4,2026-03-30,4.77,8.2,343.34,2026-01-28,-5.28,310.4,2026-03-30,4.77,10.61,343.34,2026-01-28,-5.28,310.4,2026-03-30,4.77,10.61,343.34,2026-01-28,-5.28,233.66,2025-04-07,39.18,46.94,343.34,2026-01-28,-5.28,310.4,2026-03-30,4.77,10.61,343.34,2026-01-28,-5.28,192.28,2023-05-04,69.13,78.56
SOXX,344.1,2026-04-06,347.68,2026-03-25,-1.03,307.26,2026-03-30,11.99,13.15,368.59,2026-02-25,-6.64,307.26,2026-03-30,11.99,19.96,368.59,2026-02-25,-6.64,259.9,2025-11-21,32.4,41.82,368.59,2026-02-25,-6.64,147.37,2025-04-07,133.5,150.12,368.59,2026-02-25,-6.64,307.26,2026-03-30,11.99,19.96,368.59,2026-02-25,-6.64,128.82,2023-04-27,167.12,186.13
