,當前價格,更新時間,H_1M,H_Date_1M,From_H_%_1M,L_1M,L_Date_1M,From_L_%_1M,Range_%_1M,H_3M,H_Date_3M,From_H_%_3M,L_3M,L_Date_3M,From_L_%_3M,Range_%_3M,H_6M,H_Date_6M,From_H_%_6M,L_6M,L_Date_6M,From_L_%_6M,Range_%_6M,H_1Y,H_Date_1Y,From_H_%_1Y,L_1Y,L_Date_1Y,From_L_%_1Y,Range_%_1Y,H_YTD,H_Date_YTD,From_H_%_YTD,L_YTD,L_Date_YTD,From_L_%_YTD,Range_%_YTD,H_3Y,H_Date_3Y,From_H_%_3Y,L_3Y,L_Date_3Y,From_L_%_3Y,Range_%_3Y
VT,160.89,2026-09-21,161.78,2026-08-28,-0.55,156.08,2026-09-16,3.08,3.66,162.29,2026-08-14,-0.86,151.74,2026-07-29,6.03,6.95,162.29,2026-08-14,-0.86,132.83,2026-03-30,21.13,22.18,162.29,2026-08-14,-0.86,132.28,2025-11-21,21.63,22.69,162.29,2026-08-14,-0.86,132.83,2026-03-30,21.13,22.18,162.29,2026-08-14,-0.86,83.92,2023-10-27,91.72,93.39
VOO,712.78,2026-09-21,714.08,2026-09-21,-0.18,689.04,2026-09-16,3.45,3.63,716.39,2026-08-13,-0.5,668.1,2026-06-26,6.69,7.23,716.39,2026-08-13,-0.5,576.78,2026-03-30,23.58,24.2,716.39,2026-08-13,-0.5,576.78,2026-03-30,23.58,24.2,716.39,2026-08-13,-0.5,576.78,2026-03-30,23.58,24.2,716.39,2026-08-13,-0.5,362.85,2023-10-27,96.44,97.43
VTI,381.1,2026-09-21,382.25,2026-08-28,-0.3,368.93,2026-09-16,3.3,3.61,385.12,2026-08-13,-1.04,359.95,2026-06-26,5.88,6.99,385.12,2026-08-13,-1.04,309.51,2026-03-30,23.13,24.43,385.12,2026-08-13,-1.04,309.51,2026-03-30,23.13,24.43,385.12,2026-08-13,-1.04,309.51,2026-03-30,23.13,24.43,385.12,2026-08-13,-1.04,195.33,2023-10-27,95.11,97.16
SOXX,559.34,2026-09-21,562.2,2026-09-21,-0.51,488.89,2026-09-03,14.41,15.0,644.52,2026-06-30,-13.22,463.78,2026-07-29,20.61,38.97,655.52,2026-06-22,-14.67,306.91,2026-03-30,82.25,113.59,655.52,2026-06-22,-14.67,259.61,2025-11-21,115.46,152.51,655.52,2026-06-22,-14.67,306.91,2026-03-30,82.25,113.59,655.52,2026-06-22,-14.67,141.96,2023-10-31,294.01,361.76
