,當前價格,更新時間,H_1M,H_Date_1M,From_H_%_1M,L_1M,L_Date_1M,From_L_%_1M,Range_%_1M,H_3M,H_Date_3M,From_H_%_3M,L_3M,L_Date_3M,From_L_%_3M,Range_%_3M,H_6M,H_Date_6M,From_H_%_6M,L_6M,L_Date_6M,From_L_%_6M,Range_%_6M,H_1Y,H_Date_1Y,From_H_%_1Y,L_1Y,L_Date_1Y,From_L_%_1Y,Range_%_1Y,H_YTD,H_Date_YTD,From_H_%_YTD,L_YTD,L_Date_YTD,From_L_%_YTD,Range_%_YTD,H_3Y,H_Date_3Y,From_H_%_3Y,L_3Y,L_Date_3Y,From_L_%_3Y,Range_%_3Y
VT,156.02,2026-07-22,158.04,2026-07-06,-1.28,153.26,2026-06-26,1.8,3.12,158.84,2026-06-02,-1.77,147.17,2026-04-23,6.01,7.93,158.84,2026-06-02,-1.77,133.17,2026-03-30,17.16,19.27,158.84,2026-06-02,-1.77,125.59,2025-08-01,24.23,26.48,158.84,2026-06-02,-1.77,133.17,2026-03-30,17.16,19.27,158.84,2026-06-02,-1.77,84.13,2023-10-27,85.44,88.79
VOO,687.03,2026-07-22,694.5,2026-07-15,-1.08,668.1,2026-06-26,2.83,3.95,697.12,2026-06-02,-1.45,643.79,2026-04-23,6.72,8.28,697.12,2026-06-02,-1.45,576.78,2026-03-30,19.11,20.86,697.12,2026-06-02,-1.45,562.64,2025-08-01,22.11,23.9,697.12,2026-06-02,-1.45,576.78,2026-03-30,19.11,20.86,697.12,2026-06-02,-1.45,362.85,2023-10-27,89.34,92.12
VTI,368.87,2026-07-22,372.97,2026-07-10,-1.1,359.95,2026-06-26,2.48,3.62,373.63,2026-06-02,-1.27,345.56,2026-04-23,6.75,8.12,373.63,2026-06-02,-1.27,309.51,2026-03-30,19.18,20.72,373.63,2026-06-02,-1.27,300.89,2025-08-01,22.59,24.17,373.63,2026-06-02,-1.27,309.51,2026-03-30,19.18,20.72,373.63,2026-06-02,-1.27,195.33,2023-10-27,88.85,91.28
SOXX,555.52,2026-07-22,644.94,2026-06-30,-13.86,498.54,2026-07-17,11.43,29.37,655.95,2026-06-22,-15.31,422.62,2026-04-22,31.45,55.21,655.95,2026-06-22,-15.31,307.11,2026-03-30,80.88,113.59,655.95,2026-06-22,-15.31,231.25,2025-08-01,140.22,183.65,655.95,2026-06-22,-15.31,307.11,2026-03-30,80.88,113.59,655.95,2026-06-22,-15.31,142.06,2023-10-31,291.06,361.76
